Text,Category,Label,KG_Sent1,KG_Sent2
@faroutmadman @IFDrinkLib @LibertyJen @twister_ringer @InsomniacAJ @zygote_a @Xanadu297 @Janemarch888… https://t.co/wSTCMX11dH,medical,2,@faroutmadman @IFDrinkLib @LibertyJen @twister_ringer @InsomniacAJ @zygote_a @Xanadu297 @Janemarch888… https://t.co/wSTCMX11dH,@faroutmadman @IFDrinkLib @LibertyJen @twister_ringer @InsomniacAJ @zygote_a @Xanadu297 @Janemarch888… https://t.co/wSTCMX11dH
@dr_batlittle @Illustrious_1 @Marriah_J Sorry but no. Children who are deemed to be competent (usually an age limit… https://t.co/s9OYwQJyGO,medical,2,@dr_batlittle @Illustrious_1 @Marriah_J Sorry but no. Children who are deemed to be competent (usually an age limit… https://t.co/s9OYwQJyGO,@dr_batlittle @Illustrious_1 @Marriah_J Sorry but no. Children who are deemed to be competent (usually an age limit… https://t.co/s9OYwQJyGO
RT @LymeScience: Did you know that the CDC documented Medical Child Abuse at the hands of advocates for chronic #Lyme pseudoscience in the…,medical,2,RT @LymeScience: Did you know that the CDC(Public agency) documented Medical Child Abuse at the hands of advocates for chronic #Lyme pseudoscience in the…,RT @LymeScience: Did you know that the Public agency documented Medical Child Abuse at the hands of advocates for chronic #Lyme pseudoscience in the…
"RT @GettyVIP: Singer Hoshi of K-pop band SEVENTEEN performs in concert during their ""Ode to You"" tour  at Toyota Music Factory in Irving, T…",entertainment,1,"RT @GettyVIP: Singer Hoshi(Japanese singer) of K-pop band SEVENTEEN(2009 film) performs in concert during their ""Ode to You"" tour at Toyota Music Factory(Event) in Irving, T…","RT @GettyVIP: Japanese singer of K-pop band 2009 film performs in concert during their ""Ode to You"" tour at Event in Irving, T…"
"RT @ehealthonline: #Reproductivesystem is sensitive to variations in the environments. According to medical researches, metals and chemical…",medical,2,"RT @ehealthonline: #Reproductivesystem is sensitive to variations in the environments. According to medical researches, metals and chemical…","RT @ehealthonline: #Reproductivesystem is sensitive to variations in the environments. According to medical researches, metals and chemical…"
"RT @nancylevine: @gregolear Trump’s words about Marie L. Yovanovitch were ominous:

“She’s going to go through some things.”
https://t.co/I…",politics,3,RT @nancylevine: @gregolear Trump’s words about Marie L. Yovanovitch(Former United States Ambassador to Ukraine) were ominous: “She’s going to go through some things.” https://t.co/I…,RT @nancylevine: @gregolear Trump’s words about Former United States Ambassador to Ukraine were ominous: “She’s going to go through some things.” https://t.co/I…
"RT @TennisHalloFame: Call for Nominations! 📣 

Is there an inspiring champion, leader, or other great contributor to tennis who you think s…",sports,0,"RT @TennisHalloFame: Call for Nominations! 📣 Is there an inspiring champion, leader, or other great contributor to tennis who you think s…","RT @TennisHalloFame: Call for Nominations! 📣 Is there an inspiring champion, leader, or other great contributor to tennis who you think s…"
I want the confidence of the moms in mommy groups who respond to complicated medical posts with one word answers and no punctuation,medical,2,I want the confidence of the moms in mommy groups who respond to complicated medical posts with one word answers and no punctuation,I want the confidence of the moms in mommy groups who respond to complicated medical posts with one word answers and no punctuation
"RT @paulkrugman: Ezra Klein nails it. Sanders has a vision, but his notion of how to achieve it is Green Lanternism — somehow the sheer pow…",politics,3,"RT @paulkrugman: Ezra Klein(Manufacturing company) nails it. Sanders has a vision, but his notion of how to achieve it is Green Lanternism — somehow the sheer pow…","RT @paulkrugman: Ezra Manufacturing company nails it. Sanders has a vision, but his notion of how to achieve it is Green Lanternism — somehow the sheer pow…"
"@IAMSANDA_SA Hi @IAMSANDA_SA, thank you for taking an interest in us. Kindly provide us with your contact details a… https://t.co/JWtpGWMVEd",medical,2,"@IAMSANDA_SA Hi @IAMSANDA_SA, thank you for taking an interest in us. Kindly provide us with your contact details a… https://t.co/JWtpGWMVEd","@IAMSANDA_SA Hi @IAMSANDA_SA, thank you for taking an interest in us. Kindly provide us with your contact details a… https://t.co/JWtpGWMVEd"
"Australian Open: Serena Williams seeks 24th Grand Slam; Djokovic, Federer &amp; Nadal head men's field https://t.co/b8bxszB6Oh",sports,0,"Australian Open: Serena Williams(American tennis player) seeks 24th Grand Slam; Djokovic(Serbian tennis player), Federer &amp; Nadal(Spanish tennis player) head men's field https://t.co/b8bxszB6Oh","Australian Open: American tennis player seeks 24th Grand Slam; Serbian tennis player, Federer &amp; Spanish tennis player head men's field https://t.co/b8bxszB6Oh"
RT @zthunda: this movie had no business being this funny lmfaoooo https://t.co/pGr7Z79Hha,entertainment,1,RT @zthunda: this movie had no business being this funny lmfaoooo https://t.co/pGr7Z79Hha,RT @zthunda: this movie had no business being this funny lmfaoooo https://t.co/pGr7Z79Hha
Group of my favorite tennis players https://t.co/4PwR10DIqq,sports,0,Group of my favorite tennis players https://t.co/4PwR10DIqq,Group of my favorite tennis players https://t.co/4PwR10DIqq
@ExcuzeMiReturn @ECB_cricket and @cricketcomau make best cricket vedio packages.,sports,0,@ExcuzeMiReturn @ECB_cricket and @cricketcomau make best cricket vedio packages.,@ExcuzeMiReturn @ECB_cricket and @cricketcomau make best cricket vedio packages.
"RT @SenatorBennet: CO's new law to protect patients from surprise medical bills is a strong step forward, but we need federal action to end…",medical,2,"RT @SenatorBennet: CO's new law to protect patients from surprise medical bills is a strong step forward, but we need federal action to end…","RT @SenatorBennet: CO's new law to protect patients from surprise medical bills is a strong step forward, but we need federal action to end…"
RT @bocxtop: all tik tok has shown me is that if i have a wh*t* woman as my doctor or nurse my most intimate medical details are going to e…,medical,2,RT @bocxtop: all tik tok has shown me is that if i have a wh*t* woman as my doctor or nurse my most intimate medical details are going to e…,RT @bocxtop: all tik tok has shown me is that if i have a wh*t* woman as my doctor or nurse my most intimate medical details are going to e…
"RT @aaronMCN: Lawmaker Lam Cheuk-ting visited a protester in custody yesterday who needs to leave for regular medical check-ups

She said t…",medical,2,RT @aaronMCN: Lawmaker Lam Cheuk-ting visited a protester in custody yesterday who needs to leave for regular medical check-ups She said t…,RT @aaronMCN: Lawmaker Lam Cheuk-ting visited a protester in custody yesterday who needs to leave for regular medical check-ups She said t…
"Northam to ban guns from Virginia Capitol grounds, two people briefed on his plans say https://t.co/eUEdQ1KBjb",politics,3,"Northam(Town in England) to ban guns from Virginia Capitol(Building in Washington, D.C., United States) grounds, two people briefed on his plans say https://t.co/eUEdQ1KBjb","Town in England to ban guns from Virginia Building in Washington, D.C., United States grounds, two people briefed on his plans say https://t.co/eUEdQ1KBjb"
"""French Prosecutor Probes Socialist Royal Over Funds Use as Ambassador"" por Reuters publicado en el NYT https://t.co/ROrDlax9uZ",politics,3,"""French Prosecutor Probes Socialist Royal Over Funds Use as Ambassador"" por Reuters(News organization company) publicado en el NYT https://t.co/ROrDlax9uZ","""French Prosecutor Probes Socialist Royal Over Funds Use as Ambassador"" por News organization company publicado en el NYT https://t.co/ROrDlax9uZ"
"RT @padsattic: Federal judge will not reverse Georgia’s decision to purge 100,000 voters https://t.co/LdRLFAhsuw",politics,3,"RT @padsattic: Federal judge will not reverse Georgia’s decision to purge 100,000 voters https://t.co/LdRLFAhsuw","RT @padsattic: Federal judge will not reverse Georgia’s decision to purge 100,000 voters https://t.co/LdRLFAhsuw"
Was watching Jackie Chan’s new movie trailer and i went oh thats David Chan lmao like JACKIE WHO NOW,entertainment,1,Was watching Jackie Chan(Martial artist)’s new movie trailer and i went oh thats David Chan lmao like JACKIE WHO NOW,Was watching Martial artist’s new movie trailer and i went oh thats David Chan lmao like JACKIE WHO NOW
"@djharshmahant | LIVE at ijassmanak CONCERT at @marriottidr | SHOW TIME 2020.
.
.
.📸  - shadesbyadityavohra adityav… https://t.co/kgzIUpnnJG",entertainment,1,@djharshmahant | LIVE at ijassmanak CONCERT at @marriottidr | SHOW TIME 2020. . . .📸 - shadesbyadityavohra adityav… https://t.co/kgzIUpnnJG,@djharshmahant | LIVE at ijassmanak CONCERT at @marriottidr | SHOW TIME 2020. . . .📸 - shadesbyadityavohra adityav… https://t.co/kgzIUpnnJG
RT @Politidope: Is this a mob movie or a presidency? https://t.co/4OP2yT8aWE,entertainment,1,RT @Politidope: Is this a mob movie or a presidency? https://t.co/4OP2yT8aWE,RT @Politidope: Is this a mob movie or a presidency? https://t.co/4OP2yT8aWE
"RT @Dr_Khan: Nawaz Sharif’s medical reports submitted to govt authorities, says Dr. Adnan – Aaj News https://t.co/AppYiOigNA",medical,2,"RT @Dr_Khan: Nawaz Sharif(Former Prime Minister of Pakistan)’s medical reports submitted to govt(Government) authorities, says Dr. Adnan – Aaj News https://t.co/AppYiOigNA","RT @Dr_Khan: Former Prime Minister of Pakistan’s medical reports submitted to Government authorities, says Dr. Adnan – Aaj News https://t.co/AppYiOigNA"
"RT @ErinOTooleMP: Hi @acoyne, you’ve been misinformed. My father worked at GM for 30+ yrs in Quebec &amp; Ontario before he ran for office. By…",politics,3,"RT @ErinOTooleMP: Hi @acoyne, you’ve been misinformed. My father worked at GM for 30+ yrs in Quebec &amp; Ontario before he ran for office. By…","RT @ErinOTooleMP: Hi @acoyne, you’ve been misinformed. My father worked at GM for 30+ yrs in Quebec &amp; Ontario before he ran for office. By…"
"With a heightened importance of school safety, we partner with @gohandh to bring quality emergency medical kits to… https://t.co/1E3Ci2wsuh",medical,2,"With a heightened importance of school safety, we partner with @gohandh to bring quality emergency medical kits to… https://t.co/1E3Ci2wsuh","With a heightened importance of school safety, we partner with @gohandh to bring quality emergency medical kits to… https://t.co/1E3Ci2wsuh"
RT @donmoyn: This sort of normalization works to Trump’s advantage for the majority of voters who are not closely observing politics. Via @…,politics,3,RT @donmoyn: This sort of normalization works to Trump(Musical instrument)’s advantage for the majority of voters who are not closely observing politics. Via @…,RT @donmoyn: This sort of normalization works to Musical instrument’s advantage for the majority of voters who are not closely observing politics. Via @…
BBC Politics has turned into the sort of woman's magazine you find in hairdressers. https://t.co/Qz5nDBmPVa,politics,3,BBC Politics(Television producer) has turned into the sort of woman's magazine you find in hairdressers. https://t.co/Qz5nDBmPVa,Television producer has turned into the sort of woman's magazine you find in hairdressers. https://t.co/Qz5nDBmPVa
